primary_type,district,latitude,longitude,date
THEFT,1,41.885741029,-87.631711749,2019-01-25 18:00:00 +0000 UTC
ASSAULT,1,41.880807873,-87.625166905,2006-06-20 18:45:00 +0000 UTC
CRIMINAL TRESPASS,1,41.878638996,-87.627691486,2011-10-30 15:31:00 +0000 UTC
THEFT,1,41.876488439,-87.624278264,2009-04-08 20:30:00 +0000 UTC
ASSAULT,2,41.831074912,-87.620031628,2021-04-24 12:09:00 +0000 UTC
THEFT,2,,,2021-04-25 10:27:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.815812948,-87.616771041,2024-12-29 20:00:00 +0000 UTC
BATTERY,2,41.807499342,-87.590234482,2023-01-22 00:53:00 +0000 UTC
BATTERY,3,41.781776304,-87.605960056,2004-08-05 00:50:00 +0000 UTC
ASSAULT,3,41.785187197,-87.608524835,2005-05-16 13:30:00 +0000 UTC
BATTERY,3,41.781246706,-87.591377284,2024-12-20 23:10:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.774044549,-87.611880073,2020-02-19 01:30:00 +0000 UTC
ASSAULT,3,41.770529732,-87.62343383,2005-04-27 11:50:00 +0000 UTC
THEFT,3,41.761474196,-87.619992958,2024-12-29 22:00:00 +0000 UTC
THEFT,3,41.758754602,-87.587157605,2004-06-07 18:40:00 +0000 UTC
CRIMINAL DAMAGE,3,41.765187422,-87.598255586,2003-02-09 02:00:00 +0000 UTC
NARCOTICS,3,41.765565144,-87.583662408,2004-08-18 16:29:39 +0000 UTC
OTHER OFFENSE,3,41.768882314,-87.572703572,2007-01-31 23:00:00 +0000 UTC
THEFT,3,41.759785902,-87.574918502,2003-02-25 09:00:00 +0000 UTC
THEFT,4,41.736458248,-87.585638764,2005-11-25 11:21:15 +0000 UTC
THEFT,4,41.728910285,-87.597368771,2004-04-21 00:00:00 +0000 UTC
THEFT,4,41.755157787,-87.583090858,2012-01-10 02:00:00 +0000 UTC
THEFT,4,41.758313733,-87.582251436,2022-11-20 11:20:00 +0000 UTC
WEAPONS VIOLATION,4,41.75144197,-87.581825816,2001-01-11 03:06:00 +0000 UTC
BATTERY,4,41.756623356,-87.55303151,2021-05-07 17:20:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.754823635,-87.551092573,2024-02-14 18:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.758613422,-87.557555848,2001-11-30 22:55:00 +0000 UTC
OTHER OFFENSE,4,41.749242652,-87.549214423,2018-11-11 03:00:00 +0000 UTC
THEFT,4,41.729376723,-87.551240176,2010-07-02 13:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.732735883,-87.554086402,2006-12-12 14:31:12 +0000 UTC
BATTERY,4,41.721761088,-87.560951702,2007-03-07 15:30:00 +0000 UTC
THEFT,4,41.722013357,-87.575344529,2007-11-16 12:50:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.659252945,-87.581976423,2022-08-04 21:30:00 +0000 UTC
CRIMINAL DAMAGE,4,41.707330845,-87.562083956,2014-05-18 16:00:00 +0000 UTC
DECEPTIVE PRACTICE,5,41.707400588,-87.60820168,2010-12-15 11:43:00 +0000 UTC
KIDNAPPING,5,41.7030247,-87.620694297,2012-02-28 08:20:00 +0000 UTC
THEFT,5,41.695982095,-87.596653142,2024-06-19 19:59:00 +0000 UTC
CRIMINAL DAMAGE,5,41.698658966,-87.61856376,2001-03-30 08:00:00 +0000 UTC
OTHER OFFENSE,5,41.695433244,-87.612232021,2007-08-13 10:00:00 +0000 UTC
THEFT,5,41.692358646,-87.623096746,2016-09-08 12:27:00 +0000 UTC
NARCOTICS,5,41.670608008,-87.634898316,2006-03-07 13:57:25 +0000 UTC
ROBBERY,5,41.68808263,-87.619497279,2006-05-14 01:45:00 +0000 UTC
BATTERY,5,41.686273867,-87.619015711,2021-10-08 18:00:00 +0000 UTC
THEFT,5,41.689923794,-87.613293075,2014-01-25 14:30:00 +0000 UTC
BATTERY,5,41.673554115,-87.616411124,2014-10-21 09:20:00 +0000 UTC
BURGLARY,5,41.679924708,-87.617449606,2007-06-28 10:30:00 +0000 UTC
THEFT,6,41.747926162,-87.657308777,2008-11-12 00:05:00 +0000 UTC
CRIMINAL DAMAGE,6,41.752239886,-87.659121565,2003-06-19 21:56:01 +0000 UTC
OTHER OFFENSE,6,41.751766172,-87.660236947,2013-05-20 22:45:00 +0000 UTC
NARCOTICS,6,41.74613492,-87.6463379,2007-06-02 14:28:00 +0000 UTC
THEFT,6,41.739289159,-87.665643496,2001-07-10 13:00:00 +0000 UTC
NARCOTICS,6,41.750538141,-87.634278086,2011-04-04 00:00:00 +0000 UTC
THEFT,6,41.736126864,-87.629184056,2002-04-04 15:30:00 +0000 UTC
CRIM SEXUAL ASSAULT,7,41.78051046,-87.659386469,2009-09-30 18:45:00 +0000 UTC
ASSAULT,7,41.789594294,-87.660831436,2013-12-06 13:00:00 +0000 UTC
CRIMINAL DAMAGE,7,41.784459849,-87.665556377,2004-12-12 11:15:00 +0000 UTC
CRIMINAL DAMAGE,7,41.770373063,-87.628296436,2021-07-06 13:30:00 +0000 UTC
CRIMINAL DAMAGE,7,41.77974142,-87.645389036,2003-08-22 18:30:00 +0000 UTC
OTHER OFFENSE,7,41.772324861,-87.654831089,2018-01-15 10:15:00 +0000 UTC
BATTERY,7,41.76036706,-87.667341967,2006-06-22 19:37:19 +0000 UTC
BURGLARY,8,41.811165219,-87.710129572,2004-11-30 12:00:00 +0000 UTC
BATTERY,8,41.78603009,-87.688706406,2008-01-18 14:30:00 +0000 UTC
ASSAULT,8,41.776724154,-87.687234143,2003-06-05 13:35:00 +0000 UTC
CRIMINAL DAMAGE,8,41.776826185,-87.681007921,2008-01-01 00:30:00 +0000 UTC
CRIMINAL DAMAGE,8,41.782210715,-87.692260837,2010-01-19 18:00:00 +0000 UTC
BATTERY,8,41.772857928,-87.695671678,2010-09-26 21:30:00 +0000 UTC
ASSAULT,8,41.762337776,-87.688074906,2005-06-10 16:00:00 +0000 UTC
OTHER OFFENSE,8,41.76600808,-87.681960602,2009-09-27 18:05:00 +0000 UTC
ROBBERY,8,41.736185316,-87.723909392,2013-04-13 17:35:00 +0000 UTC
OTHER OFFENSE,8,41.747413822,-87.702329111,2003-06-19 22:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.756056329,-87.711007509,2004-02-01 10:30:00 +0000 UTC
CRIMINAL SEXUAL ASSAULT,9,41.824589398,-87.687134703,2024-10-01 17:30:00 +0000 UTC
THEFT,9,41.796248561,-87.684096904,2010-11-09 12:00:00 +0000 UTC
NARCOTICS,9,41.823343912,-87.69952225,2013-09-19 20:30:00 +0000 UTC
CRIMINAL DAMAGE,9,41.840505827,-87.660316974,2018-05-30 23:07:00 +0000 UTC
CRIMINAL DAMAGE,9,41.827715395,-87.688647957,2008-01-26 00:01:00 +0000 UTC
BATTERY,9,41.816577321,-87.693231528,2012-07-05 05:18:00 +0000 UTC
BURGLARY,9,41.834165257,-87.646189924,2003-02-17 00:01:00 +0000 UTC
THEFT,9,41.800817717,-87.651402164,2009-09-30 16:00:00 +0000 UTC
CRIMINAL TRESPASS,9,41.816344863,-87.636317909,2008-07-24 05:42:49 +0000 UTC
BATTERY,10,,,2009-04-26 17:30:00 +0000 UTC
BATTERY,10,41.862871696,-87.713489726,2016-08-28 18:55:00 +0000 UTC
BATTERY,10,41.861835803,-87.715283861,2005-04-24 06:15:00 +0000 UTC
ASSAULT,10,41.86185661,-87.7079746,2010-07-07 22:30:00 +0000 UTC
CRIMINAL DAMAGE,10,41.864099641,-87.713723835,2002-04-29 10:50:48 +0000 UTC
CRIMINAL DAMAGE,10,41.855499507,-87.699707748,2023-07-05 16:00:00 +0000 UTC
BATTERY,10,41.840045924,-87.728084679,2023-04-21 09:00:00 +0000 UTC
PUBLIC PEACE VIOLATION,10,41.845931371,-87.701402348,2009-09-13 21:29:00 +0000 UTC
ARSON,10,41.851912771,-87.694754965,2007-03-09 09:15:45 +0000 UTC
OTHER OFFENSE,10,41.847977963,-87.685526705,2018-10-17 11:55:00 +0000 UTC
THEFT,11,41.898115461,-87.729861752,2006-09-06 00:05:00 +0000 UTC
CRIMINAL DAMAGE,11,41.901595679,-87.729961223,2017-12-12 11:15:00 +0000 UTC
ASSAULT,11,41.899980028,-87.717685792,2012-01-31 00:28:00 +0000 UTC
KIDNAPPING,11,41.879288825,-87.74177846,2011-05-05 13:00:00 +0000 UTC
OTHER OFFENSE,11,41.883292437,-87.731694177,2009-10-29 16:00:00 +0000 UTC
ASSAULT,11,41.892522149,-87.71378344,2016-06-11 09:30:00 +0000 UTC
THEFT,11,41.880779076,-87.721377025,2010-08-17 22:00:00 +0000 UTC
BATTERY,11,41.882993996,-87.706174768,2009-03-18 01:30:00 +0000 UTC
NARCOTICS,11,41.877402355,-87.68951845,2001-02-13 18:49:33 +0000 UTC
MOTOR VEHICLE THEFT,11,41.876463555,-87.737783798,2013-06-12 04:00:00 +0000 UTC
OTHER OFFENSE,11,41.873807522,-87.69445629,2004-08-02 14:10:00 +0000 UTC
THEFT,12,41.885686347,-87.645810722,2010-01-04 10:30:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.900798826,-87.679637452,2013-04-15 19:00:00 +0000 UTC
BATTERY,12,41.877853076,-87.652981574,2007-10-26 21:00:00 +0000 UTC
THEFT,12,41.877955172,-87.646620646,2006-11-08 00:00:00 +0000 UTC
DECEPTIVE PRACTICE,12,41.901150484,-87.663045256,2022-01-01 18:21:00 +0000 UTC
CRIMINAL DAMAGE,12,41.857773218,-87.667466568,2006-09-20 16:10:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.878776763,-87.674438373,2012-12-04 00:00:00 +0000 UTC
BATTERY,12,41.867608211,-87.680298775,2008-05-05 08:00:00 +0000 UTC
BATTERY,12,41.869261739,-87.659651954,2001-01-15 11:51:43 +0000 UTC
CRIMINAL DAMAGE,12,41.853996428,-87.676880448,2014-03-09 23:00:00 +0000 UTC
THEFT,12,41.899293285,-87.694944304,2002-12-20 16:00:00 +0000 UTC
THEFT,12,41.892416772,-87.681849476,2002-08-15 23:00:00 +0000 UTC
THEFT,14,41.927973024,-87.706359125,2009-06-03 05:40:00 +0000 UTC
THEFT,14,41.914128434,-87.706869394,2019-08-17 01:20:00 +0000 UTC
CRIMINAL DAMAGE,14,41.913861001,-87.703131849,2001-04-28 07:30:00 +0000 UTC
ASSAULT,14,41.906470047,-87.707513681,2012-03-12 09:15:00 +0000 UTC
DECEPTIVE PRACTICE,14,,,2015-06-01 12:00:00 +0000 UTC
NARCOTICS,14,41.908991967,-87.692088695,2006-11-14 23:50:00 +0000 UTC
ROBBERY,14,41.910499454,-87.676709634,2024-09-21 23:45:00 +0000 UTC
ROBBERY,14,41.92966081,-87.684153345,2002-08-07 17:05:00 +0000 UTC
ASSAULT,15,41.895678867,-87.771007479,2004-12-20 19:40:00 +0000 UTC
NARCOTICS,15,41.872906974,-87.758238727,2002-12-17 16:45:00 +0000 UTC
MOTOR VEHICLE THEFT,16,41.973736379,-87.844290113,2020-07-30 22:00:00 +0000 UTC
THEFT,16,41.996763285,-87.763989588,2024-06-03 09:30:00 +0000 UTC
BATTERY,16,41.960264136,-87.783440798,2009-03-19 08:20:00 +0000 UTC
CRIMINAL DAMAGE,16,41.956988489,-87.754056885,2008-12-10 01:00:00 +0000 UTC
THEFT,16,,,2008-02-26 00:30:00 +0000 UTC
CRIMINAL TRESPASS,16,41.949313313,-87.784869338,2012-04-14 20:00:00 +0000 UTC
OTHER OFFENSE,17,41.989071695,-87.718829104,2008-06-28 09:00:00 +0000 UTC
DECEPTIVE PRACTICE,17,41.962022392,-87.716838881,2018-06-04 08:00:00 +0000 UTC
CRIMINAL DAMAGE,17,41.956488051,-87.715443691,2011-05-18 19:30:00 +0000 UTC
CRIMINAL TRESPASS,17,41.950092073,-87.721740146,2022-11-14 22:20:00 +0000 UTC
THEFT,18,41.890034161,-87.630103892,2014-06-28 00:45:00 +0000 UTC
CRIMINAL TRESPASS,18,41.899235024,-87.622436193,2011-07-27 16:20:00 +0000 UTC
THEFT,18,41.890064174,-87.617638563,2002-01-19 18:00:00 +0000 UTC
THEFT,18,41.891990384,-87.611461502,2012-12-07 14:00:00 +0000 UTC
BATTERY,19,41.960802892,-87.688664872,2017-03-06 04:40:00 +0000 UTC
ROBBERY,19,41.94290004,-87.653062383,2013-01-12 00:30:00 +0000 UTC
DECEPTIVE PRACTICE,19,,,2015-08-12 12:00:00 +0000 UTC
THEFT,19,41.93295438,-87.668416153,2023-09-12 21:01:00 +0000 UTC
NARCOTICS,19,41.926456014,-87.64879434,2004-03-07 00:20:00 +0000 UTC
BATTERY,20,41.971529146,-87.658435644,2009-10-26 04:15:00 +0000 UTC
THEFT,1,41.846245862,-87.628139319,2011-09-05 21:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.836085835,-87.611668085,2007-09-02 23:10:00 +0000 UTC
CRIMINAL TRESPASS,2,41.821418157,-87.603482777,2010-11-20 10:48:00 +0000 UTC
CRIMINAL DAMAGE,2,41.799505075,-87.592329293,2003-11-06 13:25:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.796303071,-87.589021605,2009-11-10 22:00:00 +0000 UTC
OTHER OFFENSE,22,41.735149348,-87.663048424,2019-07-05 13:27:00 +0000 UTC
ASSAULT,22,41.722235903,-87.659050685,2011-04-17 12:38:00 +0000 UTC
BURGLARY,22,41.727678649,-87.659180608,2009-06-07 08:30:00 +0000 UTC
CRIMINAL TRESPASS,22,41.73522912,-87.647271165,2005-10-10 03:45:00 +0000 UTC
OTHER OFFENSE,22,41.704132148,-87.648469754,2008-03-25 11:00:00 +0000 UTC
BATTERY,22,41.693083786,-87.657795467,2005-08-25 19:45:00 +0000 UTC
NARCOTICS,19,41.966234586,-87.661072806,2004-05-28 20:20:34 +0000 UTC
DECEPTIVE PRACTICE,19,41.947665086,-87.646332497,2004-04-24 15:00:00 +0000 UTC
CRIMINAL DAMAGE,24,41.998203987,-87.659117722,2019-01-01 02:45:00 +0000 UTC
CRIMINAL DAMAGE,25,41.922796719,-87.779331124,2016-10-30 00:00:00 +0000 UTC
THEFT,25,41.909816174,-87.796012225,2015-10-14 23:15:00 +0000 UTC
CRIMINAL DAMAGE,25,41.935256255,-87.773824349,2001-12-01 02:00:00 +0000 UTC
ASSAULT,25,41.919696697,-87.768265022,2006-04-25 08:00:00 +0000 UTC
BATTERY,25,41.937710617,-87.740665481,2024-06-19 17:30:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.912353094,-87.747450765,2018-09-19 22:00:00 +0000 UTC
NARCOTICS,25,41.910052458,-87.752662901,2012-12-28 20:51:00 +0000 UTC
CRIMINAL TRESPASS,25,41.909782385,-87.734277994,2005-08-27 11:00:00 +0000 UTC
SEX OFFENSE,1,41.884640562,-87.629465296,2014-06-18 07:45:00 +0000 UTC
ROBBERY,1,41.88278344,-87.636786095,2017-08-13 05:34:00 +0000 UTC
BATTERY,1,41.885731591,-87.633313023,2013-07-06 06:20:00 +0000 UTC
THEFT,1,41.885901992,-87.632455489,2022-06-09 19:30:00 +0000 UTC
DECEPTIVE PRACTICE,1,41.884472382,-87.633378182,2015-10-02 12:17:00 +0000 UTC
THEFT,1,,,2018-12-17 14:00:00 +0000 UTC
THEFT,1,41.876493842,-87.626044379,2002-02-25 09:00:00 +0000 UTC
BATTERY,1,41.850424032,-87.627029017,2007-09-05 19:20:00 +0000 UTC
NARCOTICS,2,41.829556721,-87.628825201,2001-02-03 13:00:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.830697249,-87.614476891,2013-07-31 22:45:00 +0000 UTC
THEFT,2,41.816647623,-87.615958344,2008-10-20 02:00:00 +0000 UTC
NARCOTICS,2,41.820921514,-87.628541987,2003-11-02 08:50:00 +0000 UTC
ROBBERY,2,41.805163581,-87.606473158,2002-02-04 19:35:50 +0000 UTC
THEFT,2,41.795991039,-87.630542489,2002-07-24 15:30:00 +0000 UTC
BATTERY,3,41.778996578,-87.615597205,2021-01-25 11:55:00 +0000 UTC
CRIMINAL DAMAGE,3,41.783103287,-87.614480776,2006-07-09 01:20:00 +0000 UTC
DECEPTIVE PRACTICE,3,41.777745221,-87.596957332,2022-09-22 06:30:00 +0000 UTC
BATTERY,3,41.773357626,-87.592769637,2001-08-01 19:00:00 +0000 UTC
BATTERY,3,41.770753582,-87.591113304,2019-08-05 00:30:00 +0000 UTC
BURGLARY,3,41.77089081,-87.591115388,2018-01-01 15:00:00 +0000 UTC
OTHER OFFENSE,3,41.773984175,-87.605787815,2024-06-05 16:04:00 +0000 UTC
ASSAULT,3,41.761617507,-87.609123691,2009-05-16 16:00:00 +0000 UTC
OTHER OFFENSE,3,41.764966406,-87.618462412,2004-01-06 10:37:22 +0000 UTC
BATTERY,3,41.763647371,-87.586265199,2025-03-06 19:30:00 +0000 UTC
ASSAULT,3,41.772691757,-87.575250392,2007-09-20 00:08:00 +0000 UTC
CRIMINAL DAMAGE,3,41.768876946,-87.571479281,2012-11-10 02:00:00 +0000 UTC
THEFT,3,41.762625676,-87.576079974,2001-07-30 17:00:00 +0000 UTC
BURGLARY,3,41.761678034,-87.558255664,2009-02-06 10:00:00 +0000 UTC
OFFENSE INVOLVING CHILDREN,3,41.763500481,-87.566469939,2017-02-26 03:10:00 +0000 UTC
BATTERY,4,41.756714109,-87.586085395,2017-06-21 01:15:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.757946916,-87.589563944,2002-02-10 21:00:00 +0000 UTC
BATTERY,4,41.740533619,-87.587339275,2007-03-27 05:30:00 +0000 UTC
THEFT,4,41.741636689,-87.56729809,2016-03-04 23:30:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.734245775,-87.580509512,2024-11-24 05:00:00 +0000 UTC
ASSAULT,4,41.725819052,-87.596762976,2022-12-20 18:56:00 +0000 UTC
CRIMINAL DAMAGE,4,41.727266177,-87.57912932,2011-10-19 21:00:00 +0000 UTC
NARCOTICS,4,41.725800736,-87.598188203,2013-07-31 20:55:00 +0000 UTC
BURGLARY,4,41.753414951,-87.576781955,2006-03-16 18:39:56 +0000 UTC
BATTERY,4,41.759381635,-87.55956245,2002-09-13 20:45:00 +0000 UTC
ASSAULT,4,41.759055505,-87.561259676,2023-06-09 10:00:00 +0000 UTC
WEAPONS VIOLATION,4,41.752991525,-87.562622371,2013-05-28 14:15:00 +0000 UTC
BATTERY,4,41.740396708,-87.558768123,2003-11-13 17:00:00 +0000 UTC
THEFT,4,41.736707102,-87.556954861,2015-04-12 02:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.730032191,-87.554815148,2019-06-28 17:00:00 +0000 UTC
CRIMINAL TRESPASS,4,41.728226861,-87.552855036,2004-03-23 20:09:04 +0000 UTC
THEFT,4,41.729190076,-87.551235113,2004-09-23 17:22:10 +0000 UTC
CRIMINAL DAMAGE,4,41.722013357,-87.575344529,2013-04-20 22:20:00 +0000 UTC
OTHER OFFENSE,5,41.701779434,-87.617708933,2008-03-28 20:20:00 +0000 UTC
THEFT,5,41.692544422,-87.626521771,2013-02-10 13:10:00 +0000 UTC
THEFT,5,41.679701468,-87.635590702,2006-08-18 08:00:00 +0000 UTC
ASSAULT,5,41.655817552,-87.596042503,2007-04-27 09:31:00 +0000 UTC
THEFT,6,41.756610135,-87.67209772,2013-07-21 06:00:00 +0000 UTC
THEFT,6,41.75403099,-87.660836316,2005-03-30 13:04:20 +0000 UTC
NARCOTICS,6,41.752261375,-87.657640764,2008-11-10 21:19:21 +0000 UTC
OTHER OFFENSE,6,41.755931648,-87.657367707,2021-12-03 08:23:00 +0000 UTC
BATTERY,6,41.744096018,-87.652350812,2010-03-30 02:30:00 +0000 UTC
THEFT,6,41.737499315,-87.644627277,2004-06-16 07:20:00 +0000 UTC
BATTERY,6,41.75731073,-87.644213924,2012-07-21 17:50:00 +0000 UTC
BATTERY,6,41.747023134,-87.642062959,2021-09-21 09:00:00 +0000 UTC
DECEPTIVE PRACTICE,6,41.754418547,-87.635174198,2014-05-13 21:00:00 +0000 UTC
BATTERY,6,41.750713304,-87.607644795,2011-04-03 12:40:00 +0000 UTC
BATTERY,6,41.74685659,-87.613599039,2015-07-07 20:00:00 +0000 UTC
DECEPTIVE PRACTICE,6,41.745171007,-87.608703923,2009-10-14 09:00:00 +0000 UTC
ROBBERY,6,41.73609565,-87.604808666,2008-08-21 23:50:00 +0000 UTC
THEFT,6,41.725001497,-87.60454937,2011-08-08 07:00:00 +0000 UTC
THEFT,6,,,2006-05-22 09:00:00 +0000 UTC
CRIMINAL DAMAGE,6,41.731033877,-87.613753714,2023-03-04 17:30:00 +0000 UTC
CRIMINAL TRESPASS,7,41.779380382,-87.66938174,2003-10-26 16:50:00 +0000 UTC
BATTERY,7,41.791165015,-87.676656501,2008-10-03 02:55:00 +0000 UTC
THEFT,7,41.771645416,-87.645790818,2018-05-01 23:00:00 +0000 UTC
BATTERY,7,41.771800653,-87.650653815,2006-08-21 01:55:00 +0000 UTC
BATTERY,7,41.774869148,-87.668973675,2005-01-19 01:00:00 +0000 UTC
CRIMINAL TRESPASS,7,41.759830413,-87.63881375,2024-10-01 07:00:00 +0000 UTC
NARCOTICS,7,41.766418657,-87.63596051,2004-05-08 15:30:00 +0000 UTC
BATTERY,7,41.76274306,-87.650416285,2013-02-08 09:00:00 +0000 UTC
THEFT,7,41.760574429,-87.668556692,2023-08-02 11:00:00 +0000 UTC
NARCOTICS,7,41.764902845,-87.664413968,2004-07-18 21:53:00 +0000 UTC
HOMICIDE,8,41.777575638,-87.787929901,2003-10-21 04:45:00 +0000 UTC
CRIMINAL DAMAGE,8,41.780890332,-87.775270952,2007-10-15 23:35:00 +0000 UTC
OTHER OFFENSE,8,41.77557683,-87.799410828,2007-07-02 00:00:00 +0000 UTC
THEFT,8,41.788339891,-87.740514226,2015-04-18 07:00:00 +0000 UTC
ROBBERY,8,41.79977617,-87.735905135,2021-11-26 20:20:00 +0000 UTC
THEFT,8,41.813926326,-87.731294646,2016-01-10 21:00:00 +0000 UTC
THEFT,8,41.808069268,-87.70803582,2018-06-02 03:00:00 +0000 UTC
ASSAULT,8,41.778550405,-87.695816935,2011-12-10 23:05:00 +0000 UTC
CRIMINAL DAMAGE,8,41.779020089,-87.6998599,2019-11-28 13:10:00 +0000 UTC
CRIMINAL DAMAGE,8,41.784029887,-87.699627259,2002-12-26 16:53:00 +0000 UTC
ROBBERY,8,41.789749112,-87.683924139,2016-01-19 14:10:00 +0000 UTC
ROBBERY,8,41.786552511,-87.680139316,2014-05-06 09:50:00 +0000 UTC
THEFT,8,41.789551572,-87.686364634,2005-10-05 22:00:00 +0000 UTC
BATTERY,8,41.780277215,-87.686116892,2003-12-28 22:10:00 +0000 UTC
ASSAULT,8,41.778568098,-87.688660154,2001-06-10 18:30:00 +0000 UTC
BURGLARY,8,41.776780252,-87.693334123,2005-07-26 15:00:00 +0000 UTC
BATTERY,8,41.771117937,-87.693185122,2016-06-02 11:50:00 +0000 UTC
CRIMINAL DAMAGE,8,41.736790822,-87.715502302,2002-06-15 09:50:00 +0000 UTC
CRIMINAL DAMAGE,8,41.740653478,-87.703128126,2024-06-13 05:00:00 +0000 UTC
THEFT,8,41.746218937,-87.67955158,2014-06-08 18:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.738545567,-87.691182057,2009-11-23 08:00:00 +0000 UTC
THEFT,9,41.829317892,-87.679396533,2024-12-05 18:45:00 +0000 UTC
BATTERY,9,41.827287845,-87.63206785,2024-03-19 20:00:00 +0000 UTC
BURGLARY,9,41.848725033,-87.640040542,2004-01-26 09:00:00 +0000 UTC
OTHER OFFENSE,9,41.803871938,-87.667276739,2007-04-09 19:00:00 +0000 UTC
ROBBERY,9,41.793992769,-87.667320357,2002-11-12 19:15:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.804454051,-87.655137737,2010-03-10 09:00:00 +0000 UTC
ROBBERY,10,41.86566201,-87.728823362,2010-01-11 20:40:00 +0000 UTC
BATTERY,10,41.847121336,-87.720967523,2006-03-14 12:00:00 +0000 UTC
THEFT,10,41.847232454,-87.716092419,2005-05-17 00:01:00 +0000 UTC
BATTERY,10,41.853813131,-87.715060116,2010-08-02 18:30:00 +0000 UTC
NARCOTICS,10,41.858542789,-87.71275698,2010-01-29 19:52:40 +0000 UTC
ROBBERY,10,41.854649511,-87.705335883,2005-11-23 15:32:00 +0000 UTC
NARCOTICS,10,41.859076771,-87.705979024,2019-03-29 14:55:00 +0000 UTC
BATTERY,10,41.854450049,-87.695533593,2006-02-26 22:50:00 +0000 UTC
CRIMINAL DAMAGE,10,41.847471709,-87.707564181,2009-10-13 23:30:00 +0000 UTC
BATTERY,10,41.84431416,-87.719977688,2018-01-27 11:45:00 +0000 UTC
BATTERY,10,41.832571089,-87.704685773,2016-03-23 18:00:00 +0000 UTC
NARCOTICS,10,41.848886553,-87.692909536,2009-05-16 19:12:00 +0000 UTC
NARCOTICS,10,41.85194871,-87.675833277,2008-10-30 18:20:00 +0000 UTC
OTHER OFFENSE,10,41.851137925,-87.684301931,2018-07-30 16:06:00 +0000 UTC
NARCOTICS,11,41.901354465,-87.720170442,2003-01-04 17:25:00 +0000 UTC
BATTERY,11,41.88481028,-87.738066181,2006-10-22 23:30:00 +0000 UTC
PROSTITUTION,11,41.880873503,-87.714417421,2006-04-06 20:00:00 +0000 UTC
ROBBERY,11,41.866639503,-87.744777076,2018-10-20 01:34:00 +0000 UTC
BATTERY,11,41.871805168,-87.711630032,2004-12-09 23:00:00 +0000 UTC
THEFT,11,41.869960675,-87.714104148,2014-10-13 19:00:00 +0000 UTC
ROBBERY,11,41.875328156,-87.705963317,2012-06-27 13:05:00 +0000 UTC
THEFT,11,41.870567832,-87.710676405,2010-07-22 18:50:00 +0000 UTC
THEFT,12,41.883768236,-87.64858551,2011-04-16 23:00:00 +0000 UTC
BATTERY,12,41.898901063,-87.661313007,2021-05-22 01:22:00 +0000 UTC
THEFT,12,41.873223368,-87.657601936,2005-11-30 19:30:00 +0000 UTC
BATTERY,12,41.892185428,-87.656557371,2021-02-12 20:27:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.895347498,-87.660413656,2022-12-29 00:00:00 +0000 UTC
CRIMINAL DAMAGE,12,41.889460699,-87.66221994,2015-04-04 10:00:00 +0000 UTC
OTHER OFFENSE,12,41.858625785,-87.672060984,2011-12-14 21:26:00 +0000 UTC
ASSAULT,12,41.870885086,-87.686158283,2013-07-29 14:30:00 +0000 UTC
CRIMINAL DAMAGE,12,41.87828725,-87.683891426,2017-11-10 09:30:00 +0000 UTC
THEFT,12,41.876860375,-87.666673619,2017-11-20 11:00:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.86757482,-87.657918421,2017-04-20 00:00:00 +0000 UTC
NARCOTICS,12,41.853910406,-87.681531969,2015-09-29 01:15:00 +0000 UTC
BURGLARY,12,41.89403665,-87.680536484,2010-09-14 11:00:00 +0000 UTC
CRIMINAL DAMAGE,12,41.895167417,-87.694221419,2010-11-01 19:00:00 +0000 UTC
THEFT,12,41.897744213,-87.676223235,2006-04-25 08:45:00 +0000 UTC
CRIMINAL DAMAGE,12,41.89879172,-87.672260174,2006-11-07 10:00:00 +0000 UTC
BURGLARY,12,41.892442348,-87.666228806,2005-04-11 22:30:00 +0000 UTC
NARCOTICS,12,41.881025006,-87.701420232,2007-07-05 23:15:00 +0000 UTC
CRIMINAL TRESPASS,14,41.922417333,-87.698616189,2009-05-15 19:05:00 +0000 UTC
BATTERY,14,41.917369999,-87.709505183,2011-02-26 10:00:00 +0000 UTC
THEFT,14,41.915517564,-87.712528656,2004-09-24 11:00:00 +0000 UTC
BURGLARY,14,41.907371266,-87.688372481,2005-12-29 14:30:00 +0000 UTC
